,species,latitude,longitude,occurrence,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,elevation,slope,aspect,hillshade,twi
733,Grevillea,-1.0707433,37.3545467,1,22.10000038,10.80000019,74.30000305,113.5999985,29.70000076,15.19999981,14.5,23.10000038,20.29999924,23.20000076,20.39999962,898,224,4,100.3000031,432,17,390,19,1334,0.89619404,88.01211,0.6994758,4.850891
734,Grevillea,-1.0706926,37.3544582,1,22.10000038,10.80000019,74.30000305,113.5999985,29.70000076,15.19999981,14.5,23.10000038,20.29999924,23.20000076,20.39999962,898,224,4,100.3000031,432,17,390,19,1334,0.89619404,88.01211,0.6994758,4.850891
738,Grevillea,-1.0705872,37.3549443,1,22.10000038,10.80000019,74.30000305,113.5999985,29.70000076,15.19999981,14.5,23.10000038,20.29999924,23.20000076,20.39999962,898,224,4,100.3000031,432,17,390,19,1334,0.89619404,88.01211,0.6994758,4.850891
740,Grevillea,-1.0705201,37.3546217,1,22.10000038,10.80000019,74.30000305,113.5999985,29.70000076,15.19999981,14.5,23.10000038,20.29999924,23.20000076,20.39999962,898,224,4,100.3000031,432,17,390,19,1334,0.89619404,88.01211,0.6994758,4.850891
743,Grevillea,-1.0704356,37.3546674,1,22.10000038,10.80000019,74.30000305,113.5999985,29.70000076,15.19999981,14.5,23.10000038,20.29999924,23.20000076,20.39999962,898,224,4,100.3000031,432,17,390,19,1334,0.89619404,88.01211,0.6994758,4.850891
745,Grevillea,-1.070427,37.354337,1,22.10000038,10.80000019,74.30000305,113.5999985,29.70000076,15.19999981,14.5,23.10000038,20.29999924,23.20000076,20.39999962,898,224,4,100.3000031,432,17,390,19,1334,0.89619404,88.01211,0.6994758,4.850891
746,Grevillea,-1.0703821,37.3547674,1,22.10000038,10.80000019,74.30000305,113.5999985,29.70000076,15.19999981,14.5,23.10000038,20.29999924,23.20000076,20.39999962,898,224,4,100.3000031,432,17,390,19,1334,0.89619404,88.01211,0.6994758,4.850891
747,Grevillea,-1.070363,37.3543371,1,22.10000038,10.80000019,74.30000305,113.5999985,29.70000076,15.19999981,14.5,23.10000038,20.29999924,23.20000076,20.39999962,898,224,4,100.3000031,432,17,390,19,1334,0.89619404,88.01211,0.6994758,4.850891
748,Grevillea,-1.0703478,37.3547627,1,22.10000038,10.80000019,74.30000305,113.5999985,29.70000076,15.19999981,14.5,23.10000038,20.29999924,23.20000076,20.39999962,898,224,4,100.3000031,432,17,390,19,1334,0.89619404,88.01211,0.6994758,4.850891
749,Grevillea,-1.0703333,37.3543584,1,22.10000038,10.80000019,74.30000305,113.5999985,29.70000076,15.19999981,14.5,23.10000038,20.29999924,23.20000076,20.39999962,898,224,4,100.3000031,432,17,390,19,1334,0.89619404,88.01211,0.6994758,4.850891
751,Grevillea,-1.0702985,37.3548676,1,22.10000038,10.80000019,74.30000305,113.5999985,29.70000076,15.19999981,14.5,23.10000038,20.29999924,23.20000076,20.39999962,898,224,4,100.3000031,432,17,390,19,1334,0.89619404,88.01211,0.6994758,4.850891
754,Grevillea,-1.0699559,37.3549955,1,22.10000038,10.80000019,74.30000305,113.5999985,29.70000076,15.19999981,14.5,23.10000038,20.29999924,23.20000076,20.39999962,898,224,4,100.3000031,432,17,390,19,1334,0.89619404,88.01211,0.6994758,4.850891
755,Grevillea,-1.0699453,37.3546259,1,22.10000038,10.80000019,74.30000305,113.5999985,29.70000076,15.19999981,14.5,23.10000038,20.29999924,23.20000076,20.39999962,898,224,4,100.3000031,432,17,390,19,1334,0.89619404,88.01211,0.6994758,4.850891
756,Grevillea,-1.0698206,37.3551371,1,22.10000038,10.80000019,74.30000305,113.5999985,29.70000076,15.19999981,14.5,23.10000038,20.29999924,23.20000076,20.39999962,898,224,4,100.3000031,432,17,390,19,1334,0.89619404,88.01211,0.6994758,4.850891
757,Grevillea,-1.0697306,37.3553183,1,22.10000038,10.80000019,74.30000305,113.5999985,29.70000076,15.19999981,14.5,23.10000038,20.29999924,23.20000076,20.39999962,898,224,4,100.3000031,432,17,390,19,1334,0.89619404,88.01211,0.6994758,4.850891
758,Grevillea,-1.0697073,37.35538,1,22.10000038,10.80000019,74.30000305,113.5999985,29.70000076,15.19999981,14.5,23.10000038,20.29999924,23.20000076,20.39999962,898,224,4,100.3000031,432,17,390,19,1334,0.89619404,88.01211,0.6994758,4.850891
782,Grevillea,-1.0287573,36.9311915,1,20.70000076,11.19999981,74.80000305,110.5,28.89999962,13.89999962,15.0,21.79999924,19.0,21.79999924,19.10000038,1206,293,24,82.59999847,612,79,477,97,1634,0.9683494,121.44465,0.6953885,4.7734413
788,Grevillea,-1.0233157,36.9329162,1,20.70000076,11.19999981,74.80000305,109.6999969,28.89999962,13.89999962,15.0,21.79999924,19.0,21.79999924,19.10000038,1221,298,24,83.19999695,622,79,483,97,1635,0.8849798,106.32127,0.6974408,6.116248
789,Grevillea,-1.0232808,36.9329916,1,20.70000076,11.19999981,74.80000305,109.6999969,28.89999962,13.89999962,15.0,21.79999924,19.0,21.79999924,19.10000038,1221,298,24,83.19999695,622,79,483,97,1635,0.8849798,106.32127,0.6974408,6.116248
791,Grevillea,-1.0232414,36.9326699,1,20.70000076,11.19999981,74.80000305,109.6999969,28.89999962,13.89999962,15.0,21.79999924,19.0,21.79999924,19.10000038,1221,298,24,83.19999695,622,79,483,97,1635,0.8849798,106.32127,0.6974408,6.116248
794,Grevillea,-1.0230373,36.9329192,1,20.70000076,11.19999981,74.80000305,109.6999969,28.89999962,13.89999962,15.0,21.79999924,19.0,21.79999924,19.10000038,1221,298,24,83.19999695,622,79,483,97,1635,0.8849798,106.32127,0.6974408,6.116248
796,Grevillea,-1.0229267,36.9330383,1,20.70000076,11.19999981,74.80000305,109.6999969,28.89999962,13.89999962,15.0,21.79999924,19.0,21.79999924,19.10000038,1221,298,24,83.19999695,622,79,483,97,1635,0.8849798,106.32127,0.6974408,6.116248
798,Grevillea,-1.0228993,36.9331495,1,20.70000076,11.19999981,74.80000305,109.6999969,28.89999962,13.89999962,15.0,21.79999924,19.0,21.79999924,19.10000038,1221,298,24,83.19999695,622,79,483,97,1635,0.8849798,106.32127,0.6974408,6.116248
801,Grevillea,-0.9906828,34.4990012,1,22.20000076,11.30000019,80.90000153,53.79999924,29.39999962,15.39999962,14.0,22.29999924,21.29999924,22.89999962,21.5,1559,248,60,42.79999924,620,236,364,236,1436,1.746441,33.23505,0.71117234,4.1834846
802,Grevillea,-0.9906359,34.4990807,1,22.20000076,11.30000019,80.90000153,53.79999924,29.39999962,15.39999962,14.0,22.29999924,21.29999924,22.89999962,21.5,1559,248,60,42.79999924,620,236,364,236,1436,1.746441,33.23505,0.71117234,4.1834846
805,Grevillea,-0.9905717,34.4990087,1,22.20000076,11.30000019,80.90000153,53.79999924,29.39999962,15.39999962,14.0,22.29999924,21.29999924,22.89999962,21.5,1559,248,60,42.79999924,620,236,364,236,1436,1.746441,33.23505,0.71117234,4.1834846
813,Grevillea,-0.9904487,34.4987902,1,22.20000076,11.30000019,80.90000153,53.79999924,29.39999962,15.39999962,14.0,22.29999924,21.29999924,22.89999962,21.5,1559,248,60,42.79999924,620,236,364,236,1436,1.746441,33.23505,0.71117234,4.1834846
816,Grevillea,-0.9904222,34.4987118,1,22.20000076,11.30000019,80.90000153,53.79999924,29.39999962,15.39999962,14.0,22.29999924,21.29999924,22.89999962,21.5,1559,248,60,42.79999924,620,236,364,236,1436,1.746441,33.23505,0.71117234,4.1834846
822,Grevillea,-0.990344,34.4987773,1,22.20000076,11.30000019,80.90000153,53.79999924,29.39999962,15.39999962,14.0,22.29999924,21.29999924,22.89999962,21.5,1559,248,60,42.79999924,620,236,364,236,1436,1.746441,33.23505,0.71117234,4.1834846
838,Grevillea,-0.9893283,36.8466762,1,19.29999924,11.30000019,74.19999695,113.8000031,27.70000076,12.5,15.19999981,20.29999924,17.39999962,20.5,17.60000038,1470,382,35,85.90000153,769,116,578,136,1817,1.1731235,118.920204,0.69304806,4.581565
840,Grevillea,-0.98927,36.8466858,1,19.29999924,11.30000019,74.19999695,113.8000031,27.70000076,12.5,15.19999981,20.29999924,17.39999962,20.5,17.60000038,1470,382,35,85.90000153,769,116,578,136,1817,1.1731235,118.920204,0.69304806,4.581565
843,Grevillea,-0.9892088,36.8465617,1,19.29999924,11.30000019,74.19999695,113.8000031,27.70000076,12.5,15.19999981,20.29999924,17.39999962,20.5,17.60000038,1470,382,35,85.90000153,769,116,578,136,1817,1.1731235,118.920204,0.69304806,4.581565
845,Grevillea,-0.9890321,36.8469266,1,19.29999924,11.30000019,74.19999695,113.8000031,27.70000076,12.5,15.19999981,20.29999924,17.39999962,20.5,17.60000038,1470,382,35,85.90000153,769,116,578,136,1817,1.1731235,118.920204,0.69304806,4.581565
846,Grevillea,-0.9890299,36.8464152,1,19.29999924,11.30000019,74.19999695,113.8000031,27.70000076,12.5,15.19999981,20.29999924,17.39999962,20.5,17.60000038,1470,382,35,85.90000153,769,116,578,136,1817,1.1731235,118.920204,0.69304806,4.581565
849,Grevillea,-0.9886379,36.8464769,1,19.29999924,11.30000019,74.19999695,113.8000031,27.70000076,12.5,15.19999981,20.29999924,17.39999962,20.5,17.60000038,1470,382,35,85.90000153,769,116,578,136,1817,1.1731235,118.920204,0.69304806,4.581565
850,Grevillea,-0.9884606,36.8469077,1,19.29999924,11.30000019,74.19999695,113.8000031,27.70000076,12.5,15.19999981,20.29999924,17.39999962,20.5,17.60000038,1470,382,35,85.90000153,769,116,578,136,1817,1.1731235,118.920204,0.69304806,4.581565
851,Grevillea,-0.9884393,36.8465386,1,19.29999924,11.30000019,74.19999695,113.8000031,27.70000076,12.5,15.19999981,20.29999924,17.39999962,20.5,17.60000038,1470,382,35,85.90000153,769,116,578,136,1817,1.1731235,118.920204,0.69304806,4.581565
852,Grevillea,-0.9883578,36.8466974,1,19.29999924,11.30000019,74.19999695,113.8000031,27.70000076,12.5,15.19999981,20.29999924,17.39999962,20.5,17.60000038,1470,382,35,85.90000153,769,116,578,136,1817,1.1731235,118.920204,0.69304806,4.581565
853,Grevillea,-0.9883567,36.8466983,1,19.29999924,11.30000019,74.19999695,113.8000031,27.70000076,12.5,15.19999981,20.29999924,17.39999962,20.5,17.60000038,1470,382,35,85.90000153,769,116,578,136,1817,1.1731235,118.920204,0.69304806,4.581565
854,Grevillea,-0.9883283,36.8466483,1,19.29999924,11.30000019,74.19999695,113.8000031,27.70000076,12.5,15.19999981,20.29999924,17.39999962,20.5,17.60000038,1470,382,35,85.90000153,769,116,578,136,1817,1.1731235,118.920204,0.69304806,4.581565
855,Grevillea,-0.9883258,36.846658,1,19.29999924,11.30000019,74.19999695,113.8000031,27.70000076,12.5,15.19999981,20.29999924,17.39999962,20.5,17.60000038,1470,382,35,85.90000153,769,116,578,136,1817,1.1731235,118.920204,0.69304806,4.581565
880,Grevillea,-0.9037238,35.0992164,1,19.5,12.10000038,81.80000305,63.70000076,27.29999924,12.5,14.80000019,19.79999924,18.70000076,20.29999924,18.70000076,1521,244,65,39.09999847,588,261,396,267,1891,4.6073728,110.80462,0.6530116,3.2115576
881,Grevillea,-0.903704,35.0992247,1,19.5,12.10000038,81.80000305,63.70000076,27.29999924,12.5,14.80000019,19.79999924,18.70000076,20.29999924,18.70000076,1521,244,65,39.09999847,588,261,396,267,1891,4.6073728,110.80462,0.6530116,3.2115576
882,Grevillea,-0.9036852,35.098903,1,19.5,12.10000038,81.80000305,63.70000076,27.29999924,12.5,14.80000019,19.79999924,18.70000076,20.29999924,18.70000076,1521,244,65,39.09999847,588,261,396,267,1891,4.6073728,110.80462,0.6530116,3.2115576
884,Grevillea,-0.9036573,35.0987963,1,19.5,12.10000038,81.80000305,63.70000076,27.29999924,12.5,14.80000019,19.79999924,18.70000076,20.29999924,18.70000076,1521,244,65,39.09999847,588,261,396,267,1891,4.6073728,110.80462,0.6530116,3.2115576
892,Grevillea,-0.9032439,35.0997281,1,19.5,12.10000038,81.80000305,63.70000076,27.29999924,12.5,14.80000019,19.79999924,18.70000076,20.29999924,18.70000076,1521,244,65,39.09999847,588,261,396,267,1891,4.6073728,110.80462,0.6530116,3.2115576
937,Grevillea,-0.8856641,34.7762763,1,20.39999962,11.39999962,81.09999847,59.79999924,27.89999962,13.89999962,14.0,20.39999962,21.0,21.20000076,19.70000076,1930,291,99,33.79999924,710,369,435,389,1779,0.7164257,82.51996,0.7016668,5.074803
940,Grevillea,-0.8856483,34.7764759,1,20.39999962,11.39999962,81.09999847,59.79999924,27.89999962,13.89999962,14.0,20.39999962,21.0,21.20000076,19.70000076,1930,291,99,33.79999924,710,369,435,389,1779,0.7164257,82.51996,0.7016668,5.074803
950,Grevillea,-0.885555,34.7764417,1,20.39999962,11.39999962,81.09999847,59.79999924,27.89999962,13.89999962,14.0,20.39999962,21.0,21.20000076,19.70000076,1930,291,99,33.79999924,710,369,435,389,1779,0.7164257,82.51996,0.7016668,5.074803
952,Grevillea,-0.8855417,34.7765088,1,20.39999962,11.39999962,81.09999847,59.79999924,27.89999962,13.89999962,14.0,20.39999962,21.0,21.20000076,19.70000076,1930,291,99,33.79999924,710,369,435,389,1779,0.7164257,82.51996,0.7016668,5.074803
1001,Grevillea,-0.8524261,34.5705489,1,22.0,11.39999962,81.90000153,54.20000076,29.20000076,15.30000019,13.89999962,22.10000038,22.5,22.60000038,21.29999924,1672,255,74,38.29999924,641,294,372,312,1475,2.8663251,70.862495,0.69079787,4.0929737
1006,Grevillea,-0.852194,34.5708093,1,22.0,11.39999962,81.90000153,54.20000076,29.20000076,15.30000019,13.89999962,22.10000038,22.5,22.60000038,21.29999924,1672,255,74,38.29999924,641,294,372,312,1475,2.8663251,70.862495,0.69079787,4.0929737
1008,Grevillea,-0.8521383,34.5709607,1,22.0,11.39999962,81.90000153,54.20000076,29.20000076,15.30000019,13.89999962,22.10000038,22.5,22.60000038,21.29999924,1672,255,74,38.29999924,641,294,372,312,1475,2.8663251,70.862495,0.69079787,4.0929737
1009,Grevillea,-0.828748,35.4496772,1,18.39999962,12.60000038,81.19999695,65.30000305,26.70000076,11.19999981,15.5,18.89999962,17.60000038,19.20000076,17.60000038,1265,233,49,49.79999924,542,183,344,188,1981,1.286334,169.97697,0.6939219,7.8216143
1030,Grevillea,-0.8151548,35.5368752,1,17.70000076,12.30000019,81.40000153,64.80000305,25.70000076,10.60000038,15.10000038,18.20000076,16.79999924,18.39999962,16.79999924,1214,216,58,45.70000076,507,201,447,204,2098,2.540027,289.65643,0.73473316,3.8085442
1031,Grevillea,-0.8151218,35.5369556,1,17.70000076,12.30000019,81.40000153,64.80000305,25.70000076,10.60000038,15.10000038,18.20000076,16.79999924,18.39999962,16.79999924,1214,216,58,45.70000076,507,201,447,204,2098,2.540027,289.65643,0.73473316,3.8085442
1032,Grevillea,-0.8151084,35.5369223,1,17.70000076,12.30000019,81.40000153,64.80000305,25.70000076,10.60000038,15.10000038,18.20000076,16.79999924,18.39999962,16.79999924,1214,216,58,45.70000076,507,201,447,204,2098,2.540027,289.65643,0.73473316,3.8085442
1034,Grevillea,-0.8150791,35.5370365,1,17.70000076,12.30000019,81.40000153,64.80000305,25.70000076,10.60000038,15.10000038,18.20000076,16.79999924,18.39999962,16.79999924,1214,216,58,45.70000076,507,201,447,204,2098,2.540027,289.65643,0.73473316,3.8085442
1036,Grevillea,-0.8149731,35.5371204,1,17.70000076,12.30000019,81.40000153,64.80000305,25.70000076,10.60000038,15.10000038,18.20000076,16.79999924,18.39999962,16.79999924,1214,216,58,45.70000076,507,201,447,204,2098,2.540027,289.65643,0.73473316,3.8085442
1037,Grevillea,-0.814972,35.5371038,1,17.70000076,12.30000019,81.40000153,64.80000305,25.70000076,10.60000038,15.10000038,18.20000076,16.79999924,18.39999962,16.79999924,1214,216,58,45.70000076,507,201,447,204,2098,2.540027,289.65643,0.73473316,3.8085442
1055,Grevillea,-0.8083335,36.8937694,1,17.89999962,11.60000038,76.5,103.6999969,26.29999924,11.10000038,15.19999981,19.0,16.20000076,19.0,16.5,1851,467,50,84.19999695,954,172,681,196,1978,0.7672558,154.36087,0.69811016,5.0062494
1056,Grevillea,-0.8083046,36.8939343,1,17.89999962,11.69999981,76.30000305,103.9000015,26.29999924,11.0,15.30000019,18.89999962,16.10000038,19.0,16.5,1862,471,50,84.59999847,962,173,684,198,1978,1.0244538,99.166794,0.6967442,4.717108
1072,Grevillea,-0.8007725,34.632164,1,21.89999962,11.39999962,81.69999695,53.40000153,29.10000038,15.19999981,13.89999962,21.89999962,22.39999962,22.5,21.20000076,1763,265,77,36.70000076,670,306,384,351,1502,1.3243566,256.7709,0.7155228,6.539711
1073,Grevillea,-0.8007617,34.6322767,1,21.89999962,11.39999962,81.69999695,53.40000153,29.10000038,15.19999981,13.89999962,21.89999962,22.39999962,22.5,21.20000076,1763,265,77,36.70000076,670,306,384,351,1502,1.3243566,256.7709,0.7155228,6.539711
1077,Grevillea,-0.8006077,34.632019,1,21.89999962,11.39999962,81.69999695,53.40000153,29.10000038,15.19999981,13.89999962,21.89999962,22.39999962,22.5,21.20000076,1763,265,77,36.70000076,670,306,384,351,1502,1.3243566,256.7709,0.7155228,6.539711
1078,Grevillea,-0.8006067,34.6320533,1,21.89999962,11.39999962,81.69999695,53.40000153,29.10000038,15.19999981,13.89999962,21.89999962,22.39999962,22.5,21.20000076,1763,265,77,36.70000076,670,306,384,351,1502,1.3243566,256.7709,0.7155228,6.539711
1080,Grevillea,-0.8005885,34.6323172,1,21.89999962,11.39999962,81.69999695,53.40000153,29.10000038,15.19999981,13.89999962,21.89999962,22.39999962,22.5,21.20000076,1763,265,77,36.70000076,670,306,384,351,1502,1.3243566,256.7709,0.7155228,6.539711
1082,Grevillea,-0.8005768,34.6319212,1,21.89999962,11.39999962,81.69999695,53.40000153,29.10000038,15.19999981,13.89999962,21.89999962,22.39999962,22.5,21.20000076,1763,265,77,36.70000076,670,306,384,351,1502,1.3243566,256.7709,0.7155228,6.539711
